transaction_id,card_id,bin,mcc,amount,card_present,device_id,ip_country,home_country,rule_name,rule_description,rule_weight
tx_782,card_1155,370000,7995,537.78,False,device_749,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_784,card_733,400000,6051,655.57,False,device_3406,US,US,high_amount_cnp,High amount card not present transaction,25
tx_785,card_426,510000,6051,736.9,False,device_4438,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_791,card_368,400100,5732,714.26,False,device_4125,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_795,card_765,510000,7995,552.9,False,device_325,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_803,card_1094,520000,6051,546.19,False,device_3857,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_806,card_156,530000,7995,644.52,False,device_3845,US,US,high_amount_cnp,High amount card not present transaction,25
tx_809,card_579,530000,7995,633.01,False,device_2856,DE,GB,high_amount_cnp,High amount card not present transaction,25
tx_814,card_674,370000,6051,962.38,False,device_896,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_822,card_825,510000,7995,967.25,False,device_2180,MX,BR,high_amount_cnp,High amount card not present transaction,25
tx_829,card_925,510000,6051,686.34,False,device_3970,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_830,card_440,400000,6051,601.5,False,device_823,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_839,card_218,370000,6051,548.65,False,device_1542,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_843,card_1057,520000,6051,532.68,False,device_4410,US,US,high_amount_cnp,High amount card not present transaction,25
tx_848,card_414,400100,7995,653.58,False,device_2451,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_849,card_255,520000,6051,599.31,False,device_3461,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_857,card_590,400100,6051,800.96,False,device_4884,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_870,card_645,370000,7995,875.45,False,device_4933,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_886,card_719,400000,5732,621.77,False,device_2342,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_890,card_666,510000,7995,603.09,False,device_4209,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_894,card_925,510000,6051,715.07,False,device_2915,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_900,card_1036,400000,6051,932.01,False,device_907,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_905,card_1112,400000,6051,605.81,False,device_3934,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_913,card_24,510000,6051,796.41,False,device_335,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_915,card_978,520000,6051,720.24,False,device_2494,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_928,card_578,510000,7995,959.22,False,device_952,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_936,card_517,520000,6051,696.79,False,device_3230,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_939,card_836,510000,6051,910.39,False,device_359,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_941,card_618,530000,7995,835.26,False,device_2718,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_945,card_105,520000,5732,506.85,False,device_2928,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_953,card_1026,400000,6051,777.47,False,device_3140,US,US,high_amount_cnp,High amount card not present transaction,25
tx_955,card_387,510000,7995,776.3,False,device_24,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_962,card_735,370000,5732,663.44,False,device_3852,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_964,card_17,400000,6051,923.14,False,device_3248,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_972,card_39,520000,6051,570.91,False,device_4671,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_977,card_1134,520000,7995,749.5,False,device_3794,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_979,card_1034,530000,6051,517.91,False,device_2383,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1000,card_315,400000,7995,802.77,False,device_2593,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1001,card_718,400100,5732,533.74,False,device_2153,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1004,card_492,400100,6051,666.43,False,device_118,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1007,card_559,400100,7995,557.7,False,device_3510,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1008,card_284,400000,6051,966.11,False,device_3584,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1009,card_124,400100,7995,552.25,False,device_135,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1015,card_888,370000,5732,564.55,False,device_4915,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1037,card_707,370000,6051,960.72,False,device_3682,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1044,card_89,370000,6051,869.56,False,device_3710,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1045,card_423,520000,5732,645.59,False,device_39,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1054,card_1052,520000,7995,690.38,False,device_1035,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1058,card_1117,520000,6051,580.71,False,device_108,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1061,card_606,400000,6051,997.66,False,device_4207,CA,DE,high_amount_cnp,High amount card not present transaction,25
tx_1062,card_1141,520000,5732,696.27,False,device_903,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1063,card_195,510000,7995,748.33,False,device_3902,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1073,card_217,370000,6051,798.19,False,device_3506,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1078,card_258,400000,7995,662.7,False,device_2985,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1089,card_812,370000,6051,930.99,False,device_2869,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1090,card_359,520000,6051,700.44,False,device_1612,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1096,card_905,510000,6051,549.54,False,device_2902,FR,AU,high_amount_cnp,High amount card not present transaction,25
tx_1097,card_15,510000,5732,620.85,False,device_725,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1098,card_442,400100,7995,632.83,False,device_4451,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1108,card_39,520000,7995,670.93,False,device_1399,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1115,card_355,510000,7995,963.41,False,device_2482,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1134,card_381,400100,6051,604.98,False,device_2701,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1136,card_328,370000,6051,546.59,False,device_4901,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1138,card_698,370000,6051,775.79,False,device_2486,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1146,card_792,400000,7995,971.41,False,device_630,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_1154,card_494,510000,6051,737.06,False,device_4363,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1165,card_377,520000,5732,767.87,False,device_4152,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1171,card_544,370000,7995,551.67,False,device_366,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1173,card_228,370000,6051,545.45,False,device_268,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1194,card_1140,400000,6051,512.49,False,device_2126,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1206,card_1160,510000,6051,988.79,False,device_4020,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1210,card_917,520000,6051,614.97,False,device_921,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1213,card_273,400100,7995,750.93,False,device_238,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1217,card_213,400100,6051,771.89,False,device_2701,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1248,card_980,510000,6051,698.57,False,device_2087,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1252,card_370,400000,6051,954.4,False,device_3896,MX,GB,high_amount_cnp,High amount card not present transaction,25
tx_1265,card_979,400100,6051,715.3,False,device_2274,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1274,card_644,370000,7995,533.13,False,device_2417,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1288,card_79,400100,7995,679.53,False,device_2836,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1289,card_740,510000,7995,864.39,False,device_1642,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1299,card_902,370000,6051,908.38,False,device_4239,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1300,card_188,400000,7995,871.95,False,device_101,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1304,card_752,370000,5732,511.3,False,device_1232,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1310,card_447,400000,6051,817.5,False,device_2830,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1314,card_1140,400000,7995,746.04,False,device_1570,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1341,card_40,400000,7995,961.16,False,device_490,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1346,card_581,400100,6051,875.35,False,device_2709,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1353,card_279,530000,7995,583.56,False,device_4303,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1360,card_973,400100,5732,623.02,False,device_4522,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1370,card_1053,400100,7995,630.28,False,device_4413,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1373,card_1071,400100,5732,753.35,False,device_1294,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1384,card_115,520000,7995,674.73,False,device_2449,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1396,card_1072,370000,6051,688.1,False,device_2641,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1405,card_1036,400000,7995,635.18,False,device_1565,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1413,card_288,510000,7995,662.54,False,device_246,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1427,card_268,370000,5732,785.26,False,device_4497,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1434,card_218,370000,7995,871.32,False,device_4431,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1436,card_1026,400000,6051,927.57,False,device_1116,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1448,card_1140,400000,6051,731.44,False,device_4161,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1452,card_1092,510000,7995,609.22,False,device_884,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1453,card_344,400000,6051,504.85,False,device_2955,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1456,card_755,510000,6051,824.08,False,device_3377,MX,AU,high_amount_cnp,High amount card not present transaction,25
tx_1462,card_393,510000,6051,912.66,False,device_2962,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1464,card_1145,370000,6051,996.3,False,device_1628,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1466,card_153,400000,5732,523.37,False,device_2653,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1473,card_381,400100,7995,883.45,False,device_1102,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1477,card_770,400000,6051,865.22,False,device_472,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1481,card_439,510000,7995,923.28,False,device_434,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1482,card_612,510000,7995,512.47,False,device_3390,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1483,card_943,400100,6051,731.55,False,device_242,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1497,card_786,510000,6051,688.87,False,device_4021,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1512,card_1186,510000,7995,759.29,False,device_4000,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1523,card_812,370000,7995,615.36,False,device_208,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1524,card_354,400100,5732,775.33,False,device_4483,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1538,card_3,400100,6051,707.62,False,device_4240,DE,FR,high_amount_cnp,High amount card not present transaction,25
tx_1539,card_1087,510000,6051,597.38,False,device_1277,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_1545,card_179,400000,7995,698.37,False,device_3402,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1548,card_865,520000,6051,672.86,False,device_164,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1550,card_602,520000,7995,869.98,False,device_565,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1551,card_187,530000,5732,753.53,False,device_2395,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1567,card_993,400100,7995,633.54,False,device_1515,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_1576,card_792,400000,7995,907.5,False,device_3805,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_1580,card_870,400100,6051,954.73,False,device_1297,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1587,card_422,510000,5732,699.14,False,device_3901,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1590,card_941,400100,6051,714.43,False,device_667,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1592,card_176,400100,7995,770.7,False,device_1830,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1598,card_158,370000,7995,588.23,False,device_1621,GB,GB,high_amount_cnp,High amount card not present transaction,25
tx_1604,card_646,400100,5732,647.9,False,device_2771,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1612,card_412,530000,6051,676.04,False,device_1744,BR,BR,high_amount_cnp,High amount card not present transaction,25
tx_1615,card_786,510000,6051,715.33,False,device_4943,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1620,card_185,400000,6051,955.46,False,device_3751,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1621,card_120,400000,6051,622.01,False,device_4889,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1622,card_292,510000,7995,860.4,False,device_256,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1643,card_526,400000,6051,781.74,False,device_872,AU,AU,high_amount_cnp,High amount card not present transaction,25
tx_1656,card_849,400000,6051,834.09,False,device_3180,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1665,card_298,370000,7995,769.4,False,device_1328,DE,DE,high_amount_cnp,High amount card not present transaction,25
tx_1672,card_365,400000,6051,927.24,False,device_2964,FR,FR,high_amount_cnp,High amount card not present transaction,25
tx_1699,card_339,400000,7995,819.86,False,device_880,US,US,high_amount_cnp,High amount card not present transaction,25
tx_1701,card_165,370000,5732,530.48,False,device_189,CA,CA,high_amount_cnp,High amount card not present transaction,25
tx_1708,card_385,400000,6051,744.49,False,device_733,MX,MX,high_amount_cnp,High amount card not present transaction,25
tx_1711,card_1016,510000,5732,587.5,False,device_411,BR,BR,high_amount_cnp,High amount card not present transaction,25
